"ID_Venta","ID_Producto","Fecha","Zip","Unidades","Ingreso","Pais.x","Producto","Categoria","Segmento","Fabricante","Estado","Pais.y"
224,1519,"3/10/2015","T5Y",1,2707.74,"Canada","Quibus RP-11","Rural","Productivity","Quibus","Alberta","Canada"
225,438,"3/23/2015","V6J",1,11969.37,"Canada","Maximus UM-43","Urban","Moderation","VanArsdel","British Columbia","Canada"
226,457,"3/23/2015","T5K",1,11969.37,"Canada","Maximus UM-62","Urban","Moderation","VanArsdel","Alberta","Canada"
227,487,"3/23/2015","T6E",1,13229.37,"Canada","Maximus UM-92","Urban","Moderation","VanArsdel","Alberta","Canada"
228,332,"4/3/2015","V5R",1,11336.85,"Canada","Fama UE-53","Urban","Extreme","Fama","British Columbia","Canada"
229,585,"4/3/2015","V6J",1,5039.37,"Canada","Maximus UC-50","Urban","Convenience","VanArsdel","British Columbia","Canada"
230,359,"4/3/2015","T3C",1,13730.85,"Canada","Fama UE-80","Urban","Extreme","Fama","Alberta","Canada"
231,1172,"4/5/2015","T5K",1,5921.37,"Canada","Pirum UE-08","Urban","Extreme","Pirum","Alberta","Canada"
232,1529,"4/9/2015","M5R",1,5038.74,"Canada","Quibus RP-21","Rural","Productivity","Quibus","Ontario","Canada"
233,674,"2/5/2015","R3G",1,8189.37,"Canada","Maximus UC-39","Urban","Convenience","VanArsdel","Manitoba","Canada"
234,2225,"3/17/2015","L5P",1,723.87,"Canada","Aliqui RP-22","Rural","Productivity","Aliqui","Ontario","Canada"
235,945,"3/17/2015","L5N",1,8189.37,"Canada","Natura UC-08","Urban","Convenience","Natura","Ontario","Canada"
236,438,"2/21/2015","K1R",1,11969.37,"Canada","Maximus UM-43","Urban","Moderation","VanArsdel","Ontario","Canada"
237,585,"2/21/2015","L5R",1,5039.37,"Canada","Maximus UC-50","Urban","Convenience","VanArsdel","Ontario","Canada"
238,438,"2/22/2015","R3V",1,11969.37,"Canada","Maximus UM-43","Urban","Moderation","VanArsdel","Manitoba","Canada"
239,556,"2/22/2015","R3T",1,10268.37,"Canada","Maximus UC-21","Urban","Convenience","VanArsdel","Manitoba","Canada"
240,1472,"2/23/2015","R3T",1,3526.74,"Canada","Quibus RP-64","Rural","Productivity","Quibus","Manitoba","Canada"
241,2379,"2/23/2015","H1G",1,2330.37,"Canada","Aliqui UC-27","Urban","Convenience","Aliqui","Quebec","Canada"
242,963,"3/31/2015","R3B",1,5039.37,"Canada","Natura UC-26","Urban","Convenience","Natura","Manitoba","Canada"
243,993,"3/31/2015","R2W",1,4598.37,"Canada","Natura UC-56","Urban","Convenience","Natura","Manitoba","Canada"
244,1223,"3/31/2015","H1B",1,4787.37,"Canada","Pirum UC-25","Urban","Convenience","Pirum","Quebec","Canada"
245,2061,"1/5/2015","L5P",1,4409.37,"Canada","Currus UE-21","Urban","Extreme","Currus","Ontario","Canada"
246,1114,"1/5/2015","R3A",1,2424.87,"Canada","Pirum RS-02","Rural","Select","Pirum","Manitoba","Canada"
247,1180,"1/6/2015","R2Y",1,6299.37,"Canada","Pirum UE-16","Urban","Extreme","Pirum","Manitoba","Canada"
248,12,"1/6/2015","L5N",1,5480.37,"Canada","Abbas MA-12","Mix","All Season","Abbas","Ontario","Canada"
249,1124,"2/23/2015","L5R",1,8315.37,"Canada","Pirum UM-01","Urban","Moderation","Pirum","Ontario","Canada"
250,407,"2/23/2015","H1G",1,20505.87,"Canada","Maximus UM-12","Urban","Moderation","VanArsdel","Quebec","Canada"
251,487,"2/23/2015","L5G",1,13229.37,"Canada","Maximus UM-92","Urban","Moderation","VanArsdel","Ontario","Canada"
252,1471,"2/23/2015","R3T",1,3526.74,"Canada","Quibus RP-63","Rural","Productivity","Quibus","Manitoba","Canada"
253,826,"2/23/2015","R3T",1,14426.37,"Canada","Natura UM-10","Urban","Moderation","Natura","Manitoba","Canada"
254,202,"3/31/2015","L5P",1,15749.37,"Canada","Barba UM-04","Urban","Moderation","Barba","Ontario","Canada"
255,487,"3/31/2015","L5J",1,13229.37,"Canada","Maximus UM-92","Urban","Moderation","VanArsdel","Ontario","Canada"
256,1086,"3/31/2015","R3G",1,1164.87,"Canada","Pirum RP-32","Rural","Productivity","Pirum","Manitoba","Canada"
257,2054,"3/31/2015","L5N",1,7685.37,"Canada","Currus UE-14","Urban","Extreme","Currus","Ontario","Canada"
258,2055,"4/9/2015","L5P",1,7874.37,"Canada","Currus UE-15","Urban","Extreme","Currus","Ontario","Canada"
259,1348,"4/12/2015","K2P",1,4156.74,"Canada","Quibus RP-40","Rural","Productivity","Quibus","Ontario","Canada"
260,1114,"1/7/2015","M4Y",1,2424.87,"Canada","Pirum RS-02","Rural","Select","Pirum","Ontario","Canada"
261,2215,"2/27/2015","L5N",1,4535.37,"Canada","Aliqui RP-12","Rural","Productivity","Aliqui","Ontario","Canada"
262,2214,"2/27/2015","L5N",1,4535.37,"Canada","Aliqui RP-11","Rural","Productivity","Aliqui","Ontario","Canada"
263,2367,"2/27/2015","H1B",1,5663.7,"Canada","Aliqui UC-15","Urban","Convenience","Aliqui","Quebec","Canada"
264,2395,"2/27/2015","M6H",1,1889.37,"Canada","Aliqui YY-04","Youth","Youth","Aliqui","Ontario","Canada"
265,2284,"1/25/2015","K1R",1,4157.37,"Canada","Aliqui RS-17","Rural","Select","Aliqui","Ontario","Canada"
266,2186,"1/26/2015","M5L",1,5606.37,"Canada","Victoria UC-16","Urban","Convenience","Victoria","Ontario","Canada"
267,735,"1/26/2015","R2W",1,4724.37,"Canada","Natura RP-23","Rural","Productivity","Natura","Manitoba","Canada"
268,736,"1/26/2015","R2W",1,4724.37,"Canada","Natura RP-24","Rural","Productivity","Natura","Manitoba","Canada"
269,1350,"5/31/2015","R3V",2,10077.48,"Canada","Quibus RP-42","Rural","Productivity","Quibus","Manitoba","Canada"
270,1496,"5/31/2015","M4V",1,4408.74,"Canada","Quibus RP-88","Rural","Productivity","Quibus","Ontario","Canada"
271,1529,"5/31/2015","R3H",1,4282.74,"Canada","Quibus RP-21","Rural","Productivity","Quibus","Manitoba","Canada"
272,1703,"5/31/2015","K1H",1,1290.87,"Canada","Salvus YY-14","Youth","Youth","Salvus","Ontario","Canada"
273,1343,"5/31/2015","M4V",1,3778.74,"Canada","Quibus RP-35","Rural","Productivity","Quibus","Ontario","Canada"
274,1363,"5/31/2015","R3S",1,2455.74,"Canada","Quibus RP-55","Rural","Productivity","Quibus","Manitoba","Canada"
275,438,"5/31/2015","R3H",1,11969.37,"Canada","Maximus UM-43","Urban","Moderation","VanArsdel","Manitoba","Canada"
276,1823,"6/1/2015","L5P",1,5480.37,"Canada","Pomum YY-18","Youth","Youth","Pomum","Ontario","Canada"
277,1172,"4/23/2015","M7Y",1,5732.37,"Canada","Pirum UE-08","Urban","Extreme","Pirum","Ontario","Canada"
278,1223,"4/23/2015","M5R",1,4787.37,"Canada","Pirum UC-25","Urban","Convenience","Pirum","Ontario","Canada"
279,676,"4/23/2015","L5N",1,9134.37,"Canada","Maximus UC-41","Urban","Convenience","VanArsdel","Ontario","Canada"
280,1175,"4/23/2015","K1Y",1,7622.37,"Canada","Pirum UE-11","Urban","Extreme","Pirum","Ontario","Canada"
281,405,"4/23/2015","M6H",1,22994.37,"Canada","Maximus UM-10","Urban","Moderation","VanArsdel","Ontario","Canada"
282,438,"6/1/2015","M4P",1,11969.37,"Canada","Maximus UM-43","Urban","Moderation","VanArsdel","Ontario","Canada"
283,1852,"6/1/2015","L5N",1,2078.37,"Canada","Pomum YY-47","Youth","Youth","Pomum","Ontario","Canada"
284,761,"6/2/2015","R3H",1,2330.37,"Canada","Natura RP-49","Rural","Productivity","Natura","Manitoba","Canada"
285,762,"6/2/2015","R3H",1,2330.37,"Canada","Natura RP-50","Rural","Productivity","Natura","Manitoba","Canada"
286,548,"4/24/2015","M5L",1,6236.37,"Canada","Maximus UC-13","Urban","Convenience","VanArsdel","Ontario","Canada"
287,407,"4/24/2015","M5R",1,20505.87,"Canada","Maximus UM-12","Urban","Moderation","VanArsdel","Ontario","Canada"
288,907,"2/19/2015","L5R",1,7307.37,"Canada","Natura UE-16","Urban","Extreme","Natura","Ontario","Canada"
289,183,"2/19/2015","R3G",1,8694,"Canada","Abbas UE-11","Urban","Extreme","Abbas","Manitoba","Canada"
290,359,"2/19/2015","M6S",1,13730.85,"Canada","Fama UE-80","Urban","Extreme","Fama","Ontario","Canada"
291,1060,"3/1/2015","M4E",1,1952.37,"Canada","Pirum RP-06","Rural","Productivity","Pirum","Ontario","Canada"
292,1137,"3/1/2015","K1R",1,8693.37,"Canada","Pirum UM-14","Urban","Moderation","Pirum","Ontario","Canada"
293,1180,"3/1/2015","K1N",1,6299.37,"Canada","Pirum UE-16","Urban","Extreme","Pirum","Ontario","Canada"
294,2073,"3/1/2015","L5L",1,4535.37,"Canada","Currus UC-08","Urban","Convenience","Currus","Ontario","Canada"
295,556,"3/2/2015","H1B",1,10268.37,"Canada","Maximus UC-21","Urban","Convenience","VanArsdel","Quebec","Canada"
296,1942,"3/2/2015","R3V",1,1448.37,"Canada","Currus RP-17","Rural","Productivity","Currus","Manitoba","Canada"
297,559,"3/2/2015","L5P",1,7559.37,"Canada","Maximus UC-24","Urban","Convenience","VanArsdel","Ontario","Canada"
298,1995,"3/2/2015","M5P",1,5354.37,"Canada","Currus UM-02","Urban","Moderation","Currus","Ontario","Canada"
299,1943,"3/2/2015","R3V",1,1448.37,"Canada","Currus RP-18","Rural","Productivity","Currus","Manitoba","Canada"
300,1466,"3/11/2015","M4R",1,2802.24,"Canada","Quibus RP-58","Rural","Productivity","Quibus","Ontario","Canada"
301,478,"3/11/2015","M4E",1,17009.37,"Canada","Maximus UM-83","Urban","Moderation","VanArsdel","Ontario","Canada"
302,2388,"3/11/2015","M4Y",1,4157.37,"Canada","Aliqui UC-36","Urban","Convenience","Aliqui","Ontario","Canada"
303,2219,"3/11/2015","L5H",1,1763.37,"Canada","Aliqui RP-16","Rural","Productivity","Aliqui","Ontario","Canada"
304,1226,"3/12/2015","K1N",1,6866.37,"Canada","Pirum UC-28","Urban","Convenience","Pirum","Ontario","Canada"
305,1137,"3/12/2015","H1B",1,8945.37,"Canada","Pirum UM-14","Urban","Moderation","Pirum","Quebec","Canada"
306,636,"6/27/2015","H2Z",1,10583.37,"Canada","Maximus UC-01","Urban","Convenience","VanArsdel","Quebec","Canada"
307,487,"6/27/2015","R3V",1,13229.37,"Canada","Maximus UM-92","Urban","Moderation","VanArsdel","Manitoba","Canada"
308,1722,"6/30/2015","M6H",1,1038.87,"Canada","Salvus YY-33","Youth","Youth","Salvus","Ontario","Canada"
309,1304,"4/19/2015","M5P",1,4787.37,"Canada","Quibus MA-40","Mix","All Season","Quibus","Ontario","Canada"
310,1171,"4/19/2015","M4Y",1,4283.37,"Canada","Pirum UE-07","Urban","Extreme","Pirum","Ontario","Canada"
311,1180,"4/19/2015","M5B",1,6173.37,"Canada","Pirum UE-16","Urban","Extreme","Pirum","Ontario","Canada"
312,1987,"4/19/2015","M6G",1,2204.37,"Canada","Currus RS-06","Rural","Select","Currus","Ontario","Canada"
313,433,"4/20/2015","M4E",1,11969.37,"Canada","Maximus UM-38","Urban","Moderation","VanArsdel","Ontario","Canada"
314,2361,"4/20/2015","L5N",1,7112.7,"Canada","Aliqui UC-09","Urban","Convenience","Aliqui","Ontario","Canada"
315,734,"2/25/2015","R3V",1,4787.37,"Canada","Natura RP-22","Rural","Productivity","Natura","Manitoba","Canada"
316,1235,"2/25/2015","L5R",1,5794.74,"Canada","Quibus MP-03","Mix","Productivity","Quibus","Ontario","Canada"
317,1349,"2/25/2015","R3H",1,4282.74,"Canada","Quibus RP-41","Rural","Productivity","Quibus","Manitoba","Canada"
318,733,"2/25/2015","R3V",1,4787.37,"Canada","Natura RP-21","Rural","Productivity","Natura","Manitoba","Canada"
319,2275,"2/25/2015","R3G",1,5096.7,"Canada","Aliqui RS-08","Rural","Select","Aliqui","Manitoba","Canada"
320,1236,"2/25/2015","L5R",1,5794.74,"Canada","Quibus MP-04","Mix","Productivity","Quibus","Ontario","Canada"
321,1350,"2/25/2015","R3H",1,4282.74,"Canada","Quibus RP-42","Rural","Productivity","Quibus","Manitoba","Canada"
322,438,"2/26/2015","M6G",1,11969.37,"Canada","Maximus UM-43","Urban","Moderation","VanArsdel","Ontario","Canada"
323,791,"2/26/2015","L5N",1,849.87,"Canada","Natura RP-79","Rural","Productivity","Natura","Ontario","Canada"
324,1183,"1/20/2015","K1R",1,7433.37,"Canada","Pirum UE-19","Urban","Extreme","Pirum","Ontario","Canada"
325,1182,"1/21/2015","L5N",1,2519.37,"Canada","Pirum UE-18","Urban","Extreme","Pirum","Ontario","Canada"
326,1853,"1/1/2015","L5N",1,4409.37,"Canada","Pomum YY-48","Youth","Youth","Pomum","Ontario","Canada"
327,1851,"1/1/2015","L5J",1,3905.37,"Canada","Pomum YY-46","Youth","Youth","Pomum","Ontario","Canada"
328,781,"1/4/2015","L5N",1,1303.47,"Canada","Natura RP-69","Rural","Productivity","Natura","Ontario","Canada"
329,782,"1/4/2015","L5N",1,1303.47,"Canada","Natura RP-70","Rural","Productivity","Natura","Ontario","Canada"
330,1212,"2/26/2015","K1R",1,4850.37,"Canada","Pirum UC-14","Urban","Convenience","Pirum","Ontario","Canada"
331,993,"2/26/2015","R3H",2,9007.74,"Canada","Natura UC-56","Urban","Convenience","Natura","Manitoba","Canada"
332,792,"2/26/2015","L5N",1,849.87,"Canada","Natura RP-80","Rural","Productivity","Natura","Ontario","Canada"
333,794,"1/23/2015","L5N",1,1070.37,"Canada","Natura RP-82","Rural","Productivity","Natura","Ontario","Canada"
334,793,"1/23/2015","L5T",1,1070.37,"Canada","Natura RP-81","Rural","Productivity","Natura","Ontario","Canada"
335,794,"1/23/2015","L5T",1,1070.37,"Canada","Natura RP-82","Rural","Productivity","Natura","Ontario","Canada"
336,793,"1/23/2015","L5N",1,1070.37,"Canada","Natura RP-81","Rural","Productivity","Natura","Ontario","Canada"
337,959,"2/27/2015","R3V",1,10362.87,"Canada","Natura UC-22","Urban","Convenience","Natura","Manitoba","Canada"
338,438,"2/28/2015","R3E",1,11969.37,"Canada","Maximus UM-43","Urban","Moderation","VanArsdel","Manitoba","Canada"
339,440,"2/28/2015","L5G",1,19529.37,"Canada","Maximus UM-45","Urban","Moderation","VanArsdel","Ontario","Canada"
340,548,"2/28/2015","R3V",1,6299.37,"Canada","Maximus UC-13","Urban","Convenience","VanArsdel","Manitoba","Canada"
341,2359,"3/1/2015","M5S",1,5543.37,"Canada","Aliqui UC-07","Urban","Convenience","Aliqui","Ontario","Canada"
342,1059,"3/1/2015","L5T",1,1889.37,"Canada","Pirum RP-05","Rural","Productivity","Pirum","Ontario","Canada"
343,1212,"3/1/2015","L5N",1,5448.87,"Canada","Pirum UC-14","Urban","Convenience","Pirum","Ontario","Canada"
344,1060,"3/1/2015","L5T",1,1889.37,"Canada","Pirum RP-06","Rural","Productivity","Pirum","Ontario","Canada"
345,1059,"3/1/2015","M4E",1,1952.37,"Canada","Pirum RP-05","Rural","Productivity","Pirum","Ontario","Canada"
346,2084,"3/1/2015","L5N",1,8252.37,"Canada","Currus UC-19","Urban","Convenience","Currus","Ontario","Canada"
347,2145,"3/12/2015","L5G",1,4850.37,"Canada","Victoria UR-21","Urban","Regular","Victoria","Ontario","Canada"
348,2225,"3/12/2015","M5B",1,818.37,"Canada","Aliqui RP-22","Rural","Productivity","Aliqui","Ontario","Canada"
349,959,"3/19/2015","M4E",1,10362.87,"Canada","Natura UC-22","Urban","Convenience","Natura","Ontario","Canada"
350,2280,"3/19/2015","M5P",1,2046.87,"Canada","Aliqui RS-13","Rural","Select","Aliqui","Ontario","Canada"
351,1714,"3/8/2015","L5T",1,1259.37,"Canada","Salvus YY-25","Youth","Youth","Salvus","Ontario","Canada"
352,496,"3/8/2015","M6H",1,11339.37,"Canada","Maximus UM-01","Urban","Moderation","VanArsdel","Ontario","Canada"
353,1085,"3/31/2015","R3G",1,1164.87,"Canada","Pirum RP-31","Rural","Productivity","Pirum","Manitoba","Canada"
354,487,"4/27/2015","L5N",1,13229.37,"Canada","Maximus UM-92","Urban","Moderation","VanArsdel","Ontario","Canada"
355,556,"4/27/2015","M6H",1,10268.37,"Canada","Maximus UC-21","Urban","Convenience","VanArsdel","Ontario","Canada"
356,578,"3/12/2015","R3G",1,9449.37,"Canada","Maximus UC-43","Urban","Convenience","VanArsdel","Manitoba","Canada"
357,1175,"3/12/2015","K1H",1,7811.37,"Canada","Pirum UE-11","Urban","Extreme","Pirum","Ontario","Canada"
358,407,"3/12/2015","R3V",1,20505.87,"Canada","Maximus UM-12","Urban","Moderation","VanArsdel","Manitoba","Canada"
359,2224,"3/12/2015","M5B",1,818.37,"Canada","Aliqui RP-21","Rural","Productivity","Aliqui","Ontario","Canada"
360,548,"3/13/2015","M5P",1,6299.37,"Canada","Maximus UC-13","Urban","Convenience","VanArsdel","Ontario","Canada"
361,253,"3/13/2015","M6G",1,8816.85,"Canada","Fama UR-25","Urban","Regular","Fama","Ontario","Canada"
362,2332,"3/13/2015","M5P",1,6419.7,"Canada","Aliqui UE-06","Urban","Extreme","Aliqui","Ontario","Canada"
363,945,"5/31/2015","K1Y",1,8189.37,"Canada","Natura UC-08","Urban","Convenience","Natura","Ontario","Canada"
364,1489,"5/31/2015","R3G",1,3778.74,"Canada","Quibus RP-81","Rural","Productivity","Quibus","Manitoba","Canada"
365,1518,"5/31/2015","R3G",1,2361.24,"Canada","Quibus RP-10","Rural","Productivity","Quibus","Manitoba","Canada"
366,1707,"5/31/2015","K1H",1,1511.37,"Canada","Salvus YY-18","Youth","Youth","Salvus","Ontario","Canada"
367,1344,"5/31/2015","M4V",1,3778.74,"Canada","Quibus RP-36","Rural","Productivity","Quibus","Ontario","Canada"
368,1349,"5/31/2015","R3V",2,10077.48,"Canada","Quibus RP-41","Rural","Productivity","Quibus","Manitoba","Canada"
369,1364,"5/31/2015","R3S",1,2455.74,"Canada","Quibus RP-56","Rural","Productivity","Quibus","Manitoba","Canada"
370,1495,"5/31/2015","M4V",1,4408.74,"Canada","Quibus RP-87","Rural","Productivity","Quibus","Ontario","Canada"
371,1490,"5/31/2015","R3G",1,3778.74,"Canada","Quibus RP-82","Rural","Productivity","Quibus","Manitoba","Canada"
372,1120,"6/30/2015","L5P",1,2109.87,"Canada","Pirum RS-08","Rural","Select","Pirum","Ontario","Canada"
373,1145,"6/30/2015","M6H",1,4031.37,"Canada","Pirum UR-02","Urban","Regular","Pirum","Ontario","Canada"
374,781,"6/30/2015","L4X",1,1303.47,"Canada","Natura RP-69","Rural","Productivity","Natura","Ontario","Canada"
375,438,"6/21/2015","K1R",1,11969.37,"Canada","Maximus UM-43","Urban","Moderation","VanArsdel","Ontario","Canada"
376,1182,"3/3/2015","L4X",1,2708.37,"Canada","Pirum UE-18","Urban","Extreme","Pirum","Ontario","Canada"
377,2275,"3/3/2015","M5R",1,4661.37,"Canada","Aliqui RS-08","Rural","Select","Aliqui","Ontario","Canada"
378,2180,"3/4/2015","M5L",1,5606.37,"Canada","Victoria UC-10","Urban","Convenience","Victoria","Ontario","Canada"
379,1129,"3/4/2015","R3R",1,5543.37,"Canada","Pirum UM-06","Urban","Moderation","Pirum","Manitoba","Canada"
380,1465,"3/11/2015","M4R",1,2802.24,"Canada","Quibus RP-57","Rural","Productivity","Quibus","Ontario","Canada"
381,2218,"3/11/2015","L5H",1,1763.37,"Canada","Aliqui RP-15","Rural","Productivity","Aliqui","Ontario","Canada"
382,2064,"3/11/2015","L4Y",1,6929.37,"Canada","Currus UE-24","Urban","Extreme","Currus","Ontario","Canada"
383,407,"3/24/2015","L5H",1,20505.87,"Canada","Maximus UM-12","Urban","Moderation","VanArsdel","Ontario","Canada"
384,927,"3/24/2015","M4V",1,6173.37,"Canada","Natura UE-36","Urban","Extreme","Natura","Ontario","Canada"
385,1180,"3/24/2015","L5N",1,6173.37,"Canada","Pirum UE-16","Urban","Extreme","Pirum","Ontario","Canada"
386,2336,"3/24/2015","K1R",1,9128.7,"Canada","Aliqui UE-10","Urban","Extreme","Aliqui","Ontario","Canada"
387,506,"3/24/2015","L5T",1,15560.37,"Canada","Maximus UM-11","Urban","Moderation","VanArsdel","Ontario","Canada"
388,359,"2/12/2015","M6H",1,13730.85,"Canada","Fama UE-80","Urban","Extreme","Fama","Ontario","Canada"
389,506,"6/21/2015","M6H",1,15560.37,"Canada","Maximus UM-11","Urban","Moderation","VanArsdel","Ontario","Canada"
390,506,"6/21/2015","M6S",1,15560.37,"Canada","Maximus UM-11","Urban","Moderation","VanArsdel","Ontario","Canada"
391,1049,"6/21/2015","H1B",1,3086.37,"Canada","Pirum MA-07","Mix","All Season","Pirum","Quebec","Canada"
392,2086,"4/28/2015","V6A",1,2897.37,"Canada","Currus UC-21","Urban","Convenience","Currus","British Columbia","Canada"
393,826,"4/28/2015","V5W",1,13229.37,"Canada","Natura UM-10","Urban","Moderation","Natura","British Columbia","Canada"
394,1171,"4/28/2015","V6A",1,4283.37,"Canada","Pirum UE-07","Urban","Extreme","Pirum","British Columbia","Canada"
395,1180,"4/28/2015","T3R",1,6173.37,"Canada","Pirum UE-16","Urban","Extreme","Pirum","Alberta","Canada"
396,2186,"4/28/2015","T6E",1,5606.37,"Canada","Victoria UC-16","Urban","Convenience","Victoria","Alberta","Canada"
397,927,"4/28/2015","T2X",1,6173.37,"Canada","Natura UE-36","Urban","Extreme","Natura","Alberta","Canada"
398,977,"4/28/2015","T6E",1,5858.37,"Canada","Natura UC-40","Urban","Convenience","Natura","Alberta","Canada"
399,2365,"6/23/2015","V6A",1,6356.7,"Canada","Aliqui UC-13","Urban","Convenience","Aliqui","British Columbia","Canada"
400,487,"6/23/2015","T6E",1,13229.37,"Canada","Maximus UM-92","Urban","Moderation","VanArsdel","Alberta","Canada"
401,440,"4/5/2015","V6M",1,19529.37,"Canada","Maximus UM-45","Urban","Moderation","VanArsdel","British Columbia","Canada"
402,438,"4/5/2015","T5B",1,11969.37,"Canada","Maximus UM-43","Urban","Moderation","VanArsdel","Alberta","Canada"
403,556,"4/6/2015","V5W",1,10268.37,"Canada","Maximus UC-21","Urban","Convenience","VanArsdel","British Columbia","Canada"
404,762,"4/6/2015","V6Z",1,2330.37,"Canada","Natura RP-50","Rural","Productivity","Natura","British Columbia","Canada"
405,945,"4/6/2015","T6G",1,8189.37,"Canada","Natura UC-08","Urban","Convenience","Natura","Alberta","Canada"
406,1120,"4/6/2015","R2G",1,2330.37,"Canada","Pirum RS-08","Rural","Select","Pirum","Manitoba","Canada"
407,17,"3/31/2015","T3C",1,4977,"Canada","Abbas MA-17","Mix","All Season","Abbas","Alberta","Canada"
408,1009,"3/16/2015","T5Y",1,1353.87,"Canada","Natura YY-10","Youth","Youth","Natura","Alberta","Canada"
409,1212,"3/16/2015","V6H",1,4850.37,"Canada","Pirum UC-14","Urban","Convenience","Pirum","British Columbia","Canada"
410,690,"3/16/2015","T3C",1,4409.37,"Canada","Maximus UC-55","Urban","Convenience","VanArsdel","Alberta","Canada"
411,407,"3/17/2015","V6S",1,20505.87,"Canada","Maximus UM-12","Urban","Moderation","VanArsdel","British Columbia","Canada"
412,457,"2/3/2015","T6T",1,11969.37,"Canada","Maximus UM-62","Urban","Moderation","VanArsdel","Alberta","Canada"
413,2207,"2/3/2015","V6H",1,1227.87,"Canada","Aliqui RP-04","Rural","Productivity","Aliqui","British Columbia","Canada"
414,659,"2/3/2015","T5K",1,17639.37,"Canada","Maximus UC-24","Urban","Convenience","VanArsdel","Alberta","Canada"
415,2207,"2/3/2015","T2X",1,1227.87,"Canada","Aliqui RP-04","Rural","Productivity","Aliqui","Alberta","Canada"
416,2206,"2/3/2015","V6H",1,1227.87,"Canada","Aliqui RP-03","Rural","Productivity","Aliqui","British Columbia","Canada"
417,2206,"2/3/2015","T2X",1,1227.87,"Canada","Aliqui RP-03","Rural","Productivity","Aliqui","Alberta","Canada"
418,1086,"2/4/2015","T5L",1,1416.87,"Canada","Pirum RP-32","Rural","Productivity","Pirum","Alberta","Canada"
419,1118,"2/4/2015","T5L",1,4409.37,"Canada","Pirum RS-06","Rural","Select","Pirum","Alberta","Canada"
420,2215,"2/4/2015","T6G",1,4724.37,"Canada","Aliqui RP-12","Rural","Productivity","Aliqui","Alberta","Canada"
421,1129,"2/4/2015","T6E",1,5543.37,"Canada","Pirum UM-06","Urban","Moderation","Pirum","Alberta","Canada"
422,615,"2/4/2015","T5L",1,8189.37,"Canada","Maximus UC-80","Urban","Convenience","VanArsdel","Alberta","Canada"
423,945,"2/4/2015","V5Z",1,8189.37,"Canada","Natura UC-08","Urban","Convenience","Natura","British Columbia","Canada"
424,1085,"2/4/2015","T5L",1,1416.87,"Canada","Pirum RP-31","Rural","Productivity","Pirum","Alberta","Canada"
425,2214,"2/4/2015","T6G",1,4724.37,"Canada","Aliqui RP-11","Rural","Productivity","Aliqui","Alberta","Canada"
426,1180,"4/5/2015","V5M",1,6299.37,"Canada","Pirum UE-16","Urban","Extreme","Pirum","British Columbia","Canada"
427,1175,"4/5/2015","V7W",1,7244.37,"Canada","Pirum UE-11","Urban","Extreme","Pirum","British Columbia","Canada"
428,1171,"3/15/2015","V7Y",1,4283.37,"Canada","Pirum UE-07","Urban","Extreme","Pirum","British Columbia","Canada"
429,1228,"3/16/2015","V5V",1,1763.37,"Canada","Pirum UC-30","Urban","Convenience","Pirum","British Columbia","Canada"
430,2380,"3/16/2015","V5M",1,3968.37,"Canada","Aliqui UC-28","Urban","Convenience","Aliqui","British Columbia","Canada"
431,8,"3/16/2015","V6H",2,11333.7,"Canada","Abbas MA-08","Mix","All Season","Abbas","British Columbia","Canada"
432,981,"3/23/2015","T6G",1,2141.37,"Canada","Natura UC-44","Urban","Convenience","Natura","Alberta","Canada"
433,520,"3/24/2015","T6G",1,7367.85,"Canada","Maximus UE-08","Urban","Extreme","VanArsdel","Alberta","Canada"
434,1171,"3/24/2015","V6A",1,4472.37,"Canada","Pirum UE-07","Urban","Extreme","Pirum","British Columbia","Canada"
435,2225,"4/6/2015","V6R",1,818.37,"Canada","Aliqui RP-22","Rural","Productivity","Aliqui","British Columbia","Canada"
436,761,"4/6/2015","V6Z",1,2330.37,"Canada","Natura RP-49","Rural","Productivity","Natura","British Columbia","Canada"
437,1129,"4/30/2015","T2J",1,5543.37,"Canada","Pirum UM-06","Urban","Moderation","Pirum","Alberta","Canada"
438,978,"4/30/2015","T6K",1,9638.37,"Canada","Natura UC-41","Urban","Convenience","Natura","Alberta","Canada"
439,1068,"4/30/2015","R2G",1,4881.87,"Canada","Pirum RP-14","Rural","Productivity","Pirum","Manitoba","Canada"
440,2055,"4/30/2015","V7Y",1,7874.37,"Canada","Currus UE-15","Urban","Extreme","Currus","British Columbia","Canada"
441,17,"1/31/2015","T5W",1,4832.1,"Canada","Abbas MA-17","Mix","All Season","Abbas","Alberta","Canada"
442,1879,"1/31/2015","T6E",1,11717.37,"Canada","Leo UM-17","Urban","Moderation","Leo","Alberta","Canada"
443,407,"2/1/2015","T6E",1,20505.87,"Canada","Maximus UM-12","Urban","Moderation","VanArsdel","Alberta","Canada"
444,1129,"2/1/2015","T2Y",1,5543.37,"Canada","Pirum UM-06","Urban","Moderation","Pirum","Alberta","Canada"
445,1182,"2/1/2015","T6E",1,2519.37,"Canada","Pirum UE-18","Urban","Extreme","Pirum","Alberta","Canada"
446,1391,"2/16/2015","T6R",1,2077.74,"Canada","Quibus RP-83","Rural","Productivity","Quibus","Alberta","Canada"
447,781,"2/16/2015","T2H",1,1271.97,"Canada","Natura RP-69","Rural","Productivity","Natura","Alberta","Canada"
